ISO3,country,Continent,Hemisphere,Human Development Groups,UNDP Developing Regions,HDI Rank (2021),year,Expected Years of Schooling,region,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption
GHA,Ghana,Africa,Northern Hemisphere,Medium,SSA,133.0,2020,12.04778004,Sub-Saharan Africa,5.147999763,0.575862467,0.96636796,0.432162255,0.477290064,0.261291206,0.056570381
GIN,Guinea,Africa,Northern Hemisphere,Low,SSA,182.0,2020,9.805297465,Sub-Saharan Africa,4.949299812,0.390007734,0.75136596,0.333655238,0.371878058,0.249490842,0.112204559
GRC,Greece,Europe,Northern Hemisphere,Very High,,33.0,2020,20.02878952,Western Europe,5.514999866,1.128070116,1.168973565,0.979431748,0.173516348,0.0,0.048844352
GTM,Guatemala,America,Northern Hemisphere,Medium,LAC,135.0,2020,10.56245041,Latin America and Caribbean,6.398900032,0.753815711,1.174267054,0.705952585,0.613146722,0.170611665,0.0983603
HND,Honduras,America,Northern Hemisphere,Medium,LAC,137.0,2020,10.13281417,Latin America and Caribbean,5.953199863,0.598763585,1.186664104,0.791989982,0.568148077,0.256528199,0.086807102
HRV,Croatia,Europe,Northern Hemisphere,Very High,,40.0,2020,15.11209965,Central and Eastern Europe,5.504700184,1.109024286,1.311264873,0.900575578,0.381456882,0.113998979,0.012325006
HUN,Hungary,Europe,Northern Hemisphere,Very High,,46.0,2020,15.0336281,Central and Eastern Europe,6.000400066,1.164307117,1.423009396,0.806793869,0.386401802,0.070491239,0.027548173
IDN,Indonesia,Asia,Southern Hemisphere,High,EAP,114.0,2020,13.74889386,Southeast Asia,5.285600185,0.891720712,1.154800892,0.610437036,0.568161428,0.542646527,0.038278613
IND,India,Asia,Northern Hemisphere,Medium,SA,132.0,2020,11.87462044,South Asia,3.573299885,0.730576158,0.644198656,0.54057014,0.581142247,0.237072483,0.105587982
IRL,Ireland,Europe,Northern Hemisphere,Very High,,8.0,2020,18.94522095,Western Europe,7.093699932,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.373433262
IRN,Iran,Asia,Northern Hemisphere,High,SA,76.0,2020,14.61524963,Middle East and North Africa,4.672399998,1.029322505,0.886271179,0.749053836,0.301195472,0.27697894,0.142651513
IRQ,Iraq,Asia,Northern Hemisphere,Medium,AS,121.0,2020,12.08747317,Middle East and North Africa,4.784800053,0.982018709,1.011466622,0.529350698,0.283588052,0.153002068,0.073164992
ISL,Iceland,Europe,Northern Hemisphere,Very High,,3.0,2020,19.16305923,Western Europe,7.504499912,1.326501608,1.547567487,1.000843406,0.661980748,0.362330228,0.144540772
ISR,Israel,Asia,Northern Hemisphere,Very High,,22.0,2020,16.05088997,Middle East and North Africa,7.128600121,1.216463685,1.403256774,1.008052945,0.420699477,0.266861796,0.09989845
ITA,Italy,Europe,Northern Hemisphere,Very High,,30.0,2020,16.22678947,Western Europe,6.38740015,1.236396074,1.347296,1.022504926,0.321305573,0.170266211,0.040145598
JAM,Jamaica,America,Northern Hemisphere,High,LAC,110.0,2020,13.40492042,Latin America and Caribbean,5.889800072,0.779058397,1.408289194,0.788434088,0.553124607,0.116268493,0.030147785
JOR,Jordan,Asia,Northern Hemisphere,High,AS,102.0,2020,10.64655972,Middle East and North Africa,4.633399963,0.785179198,1.140118599,0.777624726,0.424855083,0.091494769,0.151878625
JPN,Japan,Asia,Northern Hemisphere,Very High,,19.0,2020,15.22162588,East Asia,5.870800018,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.181439638
KAZ,Kazakhstan,Asia,Northern Hemisphere,Very High,ECA,56.0,2020,15.76500034,Commonwealth of Independent States,6.057899952,1.122594237,1.453267694,0.698788941,0.497432142,0.153713793,0.110463686
KEN,Kenya,Africa,Northern Hemisphere,Medium,SSA,152.0,2020,10.69855835,Sub-Saharan Africa,4.583000183,0.476413399,0.905077755,0.536312759,0.519180536,0.393902093,0.067201078
KGZ,Kyrgyzstan,Asia,Northern Hemisphere,Medium,ECA,118.0,2020,13.1953001,Commonwealth of Independent States,5.541500092,0.513180971,1.341036677,0.680645883,0.614617765,0.30137074,0.030466691
KHM,Cambodia,Asia,Northern Hemisphere,Medium,EAP,146.0,2020,11.46772,Southeast Asia,4.848400116,0.544634938,1.071426034,0.587904334,0.674940348,0.233342081,0.072837502
KOR,South Korea,Asia,Northern Hemisphere,Very High,,19.0,2020,16.52173996,East Asia,5.872399807,1.245300651,1.133560538,1.022542596,0.25935635,0.170303866,0.094596282
LBN,Lebanon,Asia,Northern Hemisphere,High,AS,112.0,2020,11.28587,Middle East and North Africa,4.771500111,0.889232516,1.19249332,0.788671136,0.18551667,0.158524141,0.021518147
LBR,Liberia,Africa,Northern Hemisphere,Low,SSA,178.0,2020,10.42078972,Sub-Saharan Africa,4.557899952,0.174103007,0.920733929,0.392284274,0.405943096,0.226967871,0.051139876
LKA,Sri Lanka,Asia,Northern Hemisphere,High,SA,73.0,2020,14.13990486,South Asia,4.327000141,0.897986948,1.19494009,0.792036712,0.528632462,0.252666146,0.049444564
LTU,Lithuania,Europe,Northern Hemisphere,Very High,,35.0,2020,16.28506088,Central and Eastern Europe,6.215499878,1.193559647,1.432865739,0.795421183,0.42046079,0.053691041,0.081350274
LUX,Luxembourg,Europe,Northern Hemisphere,Very High,,17.0,2020,14.39813995,Western Europe,7.237500191,1.536676049,1.387528419,0.986442685,0.610137045,0.19595392,0.367041469
LVA,Latvia,Europe,Northern Hemisphere,Very High,,39.0,2020,16.20252991,Central and Eastern Europe,5.949999809,1.14139545,1.414398789,0.777902424,0.329198807,0.075407945,0.090391524
MAR,Morocco,Africa,Northern Hemisphere,Medium,AS,123.0,2020,14.15190983,Middle East and North Africa,5.094799995,0.75862211,0.645208478,0.745096922,0.450054139,0.040032551,0.077385604
MDA,Moldova,Europe,Northern Hemisphere,High,ECA,80.0,2020,14.43299961,Central and Eastern Europe,5.607500076,0.707916796,1.237312198,0.713299453,0.389571488,0.174049184,0.014378744
MDG,Madagascar,Africa,Southern Hemisphere,Low,SSA,173.0,2020,10.13499142,Sub-Saharan Africa,4.165599823,0.244553208,0.823694348,0.500617027,0.192967549,0.191190064,0.076248638
MEX,Mexico,America,Northern Hemisphere,High,LAC,86.0,2020,14.86443996,Latin America and Caribbean,6.465000153,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668
MKD,North Macedonia,Europe,Northern Hemisphere,High,ECA,78.0,2020,13.62443234,Central and Eastern Europe,5.159800053,0.935371995,1.183173537,0.802994132,0.410224587,0.18586354,0.024595059
MLI,Mali,Africa,Northern Hemisphere,Low,SSA,186.0,2020,7.423037617,Sub-Saharan Africa,4.729300022,0.352462649,0.97314173,0.234981522,0.377534449,0.16966705,0.062146276
MLT,Malta,Europe,Northern Hemisphere,Very High,,23.0,2020,16.83856964,Western Europe,6.772799969,1.252513289,1.442956924,0.972042024,0.633239031,0.341180831,0.178864077
MMR,Myanmar,Asia,Northern Hemisphere,Medium,EAP,149.0,2020,10.90913752,Southeast Asia,4.308000088,0.67809093,1.098178267,0.495443076,0.597478867,0.569813728,0.187530354
MNE,Montenegro,Europe,Northern Hemisphere,Very High,ECA,49.0,2020,15.08160973,Central and Eastern Europe,5.54610014,1.010150075,1.265657902,0.839028895,0.303223848,0.14901033,0.098435111
MNG,Mongolia,Asia,Northern Hemisphere,High,EAP,96.0,2020,14.98034954,East Asia,5.456200123,0.904872775,1.458930612,0.615788162,0.355703115,0.263885736,0.046533126
MRT,Mauritania,Africa,Northern Hemisphere,Medium,SSA,158.0,2020,9.376159668,Sub-Saharan Africa,4.374599934,0.539684892,1.113323569,0.425184816,0.185714483,0.128899664,0.122257635
MUS,Mauritius,Africa,Southern Hemisphere,Very High,SSA,63.0,2020,15.17352977,Sub-Saharan Africa,6.101299763,1.07366395,1.395666838,0.763389409,0.590838134,0.186894551,0.084088229
MWI,Malawi,Africa,Southern Hemisphere,Low,SSA,169.0,2020,12.67898523,Sub-Saharan Africa,3.538000107,0.176534727,0.53036809,0.446163297,0.487389833,0.213185057,0.131633952
MYS,Malaysia,Asia,Northern Hemisphere,Very High,EAP,62.0,2020,13.34304047,Southeast Asia,5.384300232,1.168421626,1.17400229,0.788511872,0.596941531,0.274886161,0.062163133
NER,Niger,Africa,Northern Hemisphere,Low,SSA,189.0,2020,6.957111988,Sub-Saharan Africa,4.909599781,0.108330332,0.703800142,0.298816353,0.435311615,0.208176896,0.137554765
NGA,Nigeria,Africa,Northern Hemisphere,Low,SSA,163.0,2020,10.12758388,Sub-Saharan Africa,4.724100113,0.645901859,0.986717939,0.167835936,0.435079455,0.221328124,0.047589935
NIC,Nicaragua,America,Northern Hemisphere,Medium,LAC,126.0,2020,12.64135783,Latin America and Caribbean,6.13710022,0.620033145,1.27081275,0.803093255,0.560117304,0.212871477,0.174084574
NLD,Netherlands,Europe,Northern Hemisphere,Very High,,10.0,2020,18.69316522,Western Europe,7.448900223,1.338946342,1.463645935,0.975675344,0.61362648,0.336317569,0.368569762
NOR,Norway,Europe,Northern Hemisphere,Very High,,2.0,2020,18.18519974,Western Europe,7.487999916,1.42420733,1.495172501,1.008071899,0.670200884,0.287985086,0.434100568
NPL,Nepal,Asia,Northern Hemisphere,Medium,SA,143.0,2020,12.88694954,South Asia,5.137199879,0.444050372,1.100789309,0.66887939,0.480608255,0.300971806,0.127502963
NZL,New Zealand,Oceania,Southern Hemisphere,Very High,,13.0,2020,20.28388977,North America and ANZ,7.299600124,1.242317915,1.48721838,1.008138299,0.646789908,0.325726211,0.461268276
PAK,Pakistan,Asia,Northern Hemisphere,Low,SA,161.0,2020,8.658349991,South Asia,5.69329977,0.616799474,0.872979581,0.469933242,0.405421734,0.228705063,0.122592121
PAN,Panama,America,Northern Hemisphere,Very High,LAC,61.0,2020,13.05787868,Latin America and Caribbean,6.304800034,1.097667813,1.376149297,0.878546536,0.57984978,0.097207308,0.054230526
PER,Peru,America,Southern Hemisphere,High,LAC,84.0,2020,15.38773354,Latin America and Caribbean,5.796800137,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266
PHL,Philippines,Asia,Northern Hemisphere,Medium,EAP,116.0,2020,13.12656975,Southeast Asia,6.006000042,0.775120676,1.245381713,0.602189481,0.621915162,0.129260212,0.130385727
POL,Poland,Europe,Northern Hemisphere,Very High,,34.0,2020,16.0271492,Central and Eastern Europe,6.186299801,1.16922915,1.310399771,0.868038476,0.557903528,0.063374244,0.160541251
PRT,Portugal,Europe,Northern Hemisphere,Very High,,38.0,2020,16.87122917,Western Europe,5.910900116,1.168800831,1.339530349,0.979315281,0.589895189,0.053036947,0.027733466
PRY,Paraguay,America,Southern Hemisphere,High,LAC,105.0,2020,12.98799113,Latin America and Caribbean,5.692100048,0.897990823,1.36819756,0.735869646,0.586510062,0.204299241,0.065077379
ROU,Romania,Europe,Northern Hemisphere,Very High,,53.0,2020,14.22990036,Central and Eastern Europe,6.123700142,1.120401621,1.1944381,0.79229486,0.534852326,0.068181619,0.000829569
SAU,Saudi Arabia,Asia,Northern Hemisphere,Very High,AS,35.0,2020,16.13549042,Middle East and North Africa,6.406499863,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315
SEN,Senegal,Africa,Northern Hemisphere,Low,SSA,170.0,2020,8.963749886,Sub-Saharan Africa,4.980800152,0.504061818,0.95459342,0.518391907,0.352400899,0.164397135,0.081865937
SGP,Singapore,Asia,Northern Hemisphere,Very High,EAP,12.0,2020,16.5243206,Southeast Asia,6.377099991,1.519580126,1.39545691,1.137814283,0.635317206,0.218770906,0.533162236
SLE,Sierra Leone,Africa,Northern Hemisphere,Low,SSA,181.0,2020,9.57339109,Sub-Saharan Africa,3.926399946,0.240560383,0.747984946,0.203953966,0.382027686,0.257647008,0.047940936
SLV,El Salvador,America,Northern Hemisphere,Medium,LAC,125.0,2020,12.67134767,Latin America and Caribbean,6.34829998,0.748940408,1.149397612,0.752730012,0.524043918,0.1189363,0.117030352
SRB,Serbia,Europe,Northern Hemisphere,Very High,ECA,63.0,2020,14.40009022,Central and Eastern Europe,5.77820015,0.988181829,1.327448964,0.828403294,0.395428419,0.15028289,0.059447147
SVK,Slovakia,Europe,Northern Hemisphere,Very High,,45.0,2020,14.51303959,Central and Eastern Europe,6.280600071,1.194837689,1.424331188,0.853465259,0.423542529,0.116729774,0.011291441
SVN,Slovenia,Europe,Northern Hemisphere,Very High,,23.0,2020,17.65492058,Central and Eastern Europe,6.363399982,1.208652496,1.464677691,0.932548046,0.646700144,0.145701498,0.076516323
SWE,Sweden,Europe,Northern Hemisphere,Very High,,7.0,2020,19.41852951,Western Europe,7.353499889,1.322235227,1.433347702,0.986470461,0.650297701,0.272827893,0.442066371
TCD,Chad,Africa,Northern Hemisphere,Low,SSA,190.0,2020,8.035914334,Sub-Saharan Africa,4.422699928,0.302287489,0.739118278,0.1087441,0.228601769,0.210805088,0.085755408
TGO,Togo,Africa,Northern Hemisphere,Low,SSA,162.0,2020,12.95049378,Sub-Saharan Africa,4.187200069,0.268116266,0.547622859,0.342731178,0.303539038,0.200774252,0.114826456
THA,Thailand,Asia,Northern Hemisphere,Very High,EAP,66.0,2020,15.88221913,Southeast Asia,5.998799801,1.007029295,1.347519517,0.793855846,0.609449804,0.376709014,0.031837862
TJK,Tajikistan,Asia,Northern Hemisphere,Medium,ECA,122.0,2020,11.65303618,Commonwealth of Independent States,5.555699825,0.474874616,1.218377709,0.680594802,0.521141171,0.182417125,0.221779913
TUN,Tunisia,Africa,Northern Hemisphere,High,AS,97.0,2020,15.42538224,Middle East and North Africa,4.392199993,0.874742687,0.872167706,0.781156719,0.235860556,0.055881143,0.043899573
TZA,Tanzania,Africa,Southern Hemisphere,Low,SSA,160.0,2020,9.221489906,Sub-Saharan Africa,3.476200104,0.457163125,0.872674644,0.442677855,0.509343088,0.27154091,0.203880861
UGA,Uganda,Africa,Northern Hemisphere,Low,SSA,166.0,2020,10.14986994,Sub-Saharan Africa,4.43200016,0.312337428,1.052327394,0.378311664,0.401682556,0.264807373,0.063818842
UKR,Ukraine,Europe,Northern Hemisphere,High,ECA,77.0,2020,14.95656854,Central and Eastern Europe,4.56069994,0.780434608,1.321316481,0.698674381,0.319423705,0.178551316,0.00965116
URY,Uruguay,America,Southern Hemisphere,Very High,LAC,58.0,2020,16.83259964,Latin America and Caribbean,6.440100193,1.071000457,1.425081134,0.856928885,0.59426707,0.132143691,0.193425074
USA,United States,America,Northern Hemisphere,Very High,,21.0,2020,16.28097916,North America and ANZ,6.939599991,1.37398684,1.404786706,0.831618011,0.534608245,0.298143059,0.152284741
UZB,Uzbekistan,Asia,Northern Hemisphere,High,ECA,101.0,2020,12.47714043,Commonwealth of Independent States,6.257599831,0.696652949,1.434020042,0.716703713,0.693270326,0.363311023,0.280260265
VEN,Venezuela,America,Northern Hemisphere,Medium,LAC,120.0,2020,12.81608,Latin America and Caribbean,5.053199768,0.770238638,1.348546863,0.76702553,0.271717221,0.087179154,0.063624777
ZAF,South Africa,Africa,Southern Hemisphere,High,SSA,109.0,2020,13.64371014,Sub-Saharan Africa,4.814099789,0.902140439,1.259086251,0.407034069,0.43478182,0.126406848,0.05950214
ZMB,Zambia,Africa,Southern Hemisphere,Medium,SSA,154.0,2020,10.92876021,Sub-Saharan Africa,3.759399891,0.536833763,0.896037281,0.36359334,0.49131754,0.250620902,0.086705238
ZWE,Zimbabwe,Africa,Southern Hemisphere,Medium,SSA,146.0,2020,12.11096904,Sub-Saharan Africa,3.299200058,0.425564021,1.047835231,0.375037611,0.37740472,0.151349187,0.080928579
AFG,Afghanistan,Asia,Northern Hemisphere,Low,SA,180.0,2021,10.26384398,South Asia,2.523,0.37,0.0,0.126,0.0,0.122,0.01
ALB,Albania,Europe,Northern Hemisphere,High,ECA,67.0,2021,14.44799995,Central and Eastern Europe,5.117,1.008,0.529,0.646,0.491,0.168,0.024
ARE,United Arab Emirates,Asia,Northern Hemisphere,Very High,AS,26.0,2021,15.71769047,Middle East and North Africa,6.561,1.555,0.86,0.594,0.67,0.236,0.223
ARG,Argentina,America,Southern Hemisphere,Very High,LAC,47.0,2021,17.8748703,Latin America and Caribbean,5.929,1.162,0.98,0.646,0.544,0.069,0.067
ARM,Armenia,Asia,Northern Hemisphere,High,ECA,85.0,2021,13.11676025,Central and Eastern Europe,5.283,0.996,0.758,0.585,0.54,0.079,0.198
AUS,Australia,Oceania,Southern Hemisphere,Very High,,5.0,2021,21.05459023,North America and ANZ,7.183,1.453,1.076,0.801,0.647,0.291,0.317
AUT,Austria,Europe,Northern Hemisphere,Very High,,25.0,2021,16.00795937,Western Europe,7.268,1.492,1.062,0.782,0.64,0.215,0.292
BEL,Belgium,Europe,Northern Hemisphere,Very High,,13.0,2021,19.60421944,Western Europe,6.834,1.463,0.998,0.747,0.489,0.088,0.187
BEN,Benin,Africa,Northern Hemisphere,Low,SSA,166.0,2021,10.76667976,Sub-Saharan Africa,5.045,0.507,0.058,0.196,0.457,0.166,0.178
BFA,Burkina Faso,Africa,Northern Hemisphere,Low,SSA,184.0,2021,9.142100334,Sub-Saharan Africa,4.834,0.364,0.472,0.179,0.381,0.182,0.122
BGD,Bangladesh,Asia,Northern Hemisphere,Medium,SA,129.0,2021,12.44198036,South Asia,5.025,0.635,0.52,0.514,0.603,0.161,0.164
BGR,Bulgaria,Europe,Northern Hemisphere,High,,68.0,2021,13.89729023,Central and Eastern Europe,5.266,1.181,1.055,0.583,0.494,0.125,0.005
BHR,Bahrain,Asia,Northern Hemisphere,Very High,AS,35.0,2021,16.29755974,Middle East and North Africa,6.647,1.409,0.899,0.662,0.661,0.246,0.139
BIH,Bosnia and Herzegovina,Europe,Northern Hemisphere,High,ECA,74.0,2021,13.8,Central and Eastern Europe,5.813,1.032,0.919,0.618,0.395,0.261,0.005
BOL,Bolivia,America,Southern Hemisphere,Medium,LAC,118.0,2021,14.94697094,Latin America and Caribbean,5.716,0.842,0.782,0.486,0.6,0.138,0.064
BRA,Brazil,America,Southern Hemisphere,High,LAC,87.0,2021,15.59906006,Latin America and Caribbean,6.33,1.028,0.944,0.571,0.514,0.142,0.117
BWA,Botswana,Africa,Southern Hemisphere,Medium,SSA,117.0,2021,12.26513765,Sub-Saharan Africa,3.467,1.099,0.724,0.34,0.539,0.027,0.088
CAN,Canada,America,Northern Hemisphere,Very High,,15.0,2021,16.39625931,North America and ANZ,7.103,1.447,1.044,0.798,0.648,0.246,0.335
CHE,Switzerland,Europe,Northern Hemisphere,Very High,,1.0,2021,16.50029945,Western Europe,7.571,1.566,1.079,0.816,0.653,0.204,0.413
CHL,Chile,America,Southern Hemisphere,Very High,LAC,42.0,2021,16.73130035,Latin America and Caribbean,6.172,1.2,0.946,0.678,0.438,0.159,0.07
CHN,China,Asia,Northern Hemisphere,High,EAP,79.0,2021,14.2361149,East Asia,5.339,1.061,0.785,0.665,0.636,0.093,0.117
CIV,Ivory Coast,Africa,Northern Hemisphere,Medium,SSA,159.0,2021,10.67558002,Sub-Saharan Africa,5.306,0.669,0.409,0.052,0.438,0.177,0.092
CMR,Cameroon,Africa,Northern Hemisphere,Medium,SSA,151.0,2021,13.10859922,Sub-Saharan Africa,5.142,0.543,0.556,0.159,0.425,0.205,0.058
COL,Colombia,America,Northern Hemisphere,High,LAC,88.0,2021,14.44274998,Latin America and Caribbean,6.012,1.021,0.866,0.615,0.554,0.1,0.063
CRI,Costa Rica,America,Northern Hemisphere,Very High,LAC,58.0,2021,16.54577065,Latin America and Caribbean,7.069,1.134,0.966,0.722,0.673,0.105,0.083
DEU,Germany,Europe,Northern Hemisphere,Very High,,9.0,2021,17.01013947,Western Europe,7.155,1.48,0.993,0.757,0.6,0.195,0.306
DNK,Denmark,Europe,Northern Hemisphere,Very High,,6.0,2021,18.71479988,Western Europe,7.62,1.502,1.108,0.763,0.686,0.208,0.485
DOM,Dominican Republic,America,Northern Hemisphere,High,LAC,80.0,2021,14.46655802,Latin America and Caribbean,5.545,1.106,0.879,0.555,0.581,0.101,0.144
DZA,Algeria,Africa,Northern Hemisphere,High,AS,91.0,2021,14.62689602,Middle East and North Africa,4.887,0.946,0.765,0.552,0.119,0.144,0.12
ECU,Ecuador,America,Southern Hemisphere,High,LAC,95.0,2021,14.62423038,Latin America and Caribbean,5.764,0.935,0.806,0.64,0.56,0.107,0.062
EGY,Egypt,Africa,Northern Hemisphere,High,AS,97.0,2021,13.78649972,Middle East and North Africa,4.283,0.954,0.647,0.426,0.446,0.069,0.092
ESP,Spain,Europe,Northern Hemisphere,Very High,,27.0,2021,17.91690063,Western Europe,6.491,1.375,1.057,0.826,0.462,0.135,0.124
EST,Estonia,Europe,Northern Hemisphere,Very High,,31.0,2021,15.92895985,Central and Eastern Europe,6.189,1.344,1.079,0.64,0.641,0.119,0.263
ETH,Ethiopia,Africa,Northern Hemisphere,Low,SSA,175.0,2021,9.651071421,Sub-Saharan Africa,4.275,0.37,0.679,0.331,0.451,0.241,0.114
FIN,Finland,Europe,Northern Hemisphere,Very High,,11.0,2021,19.05192947,Western Europe,7.842,1.446,1.106,0.741,0.691,0.124,0.481
FRA,France,Europe,Northern Hemisphere,Very High,,28.0,2021,15.81206989,Western Europe,6.69,1.421,1.081,0.804,0.536,0.092,0.235
GAB,Gabon,Africa,Southern Hemisphere,High,SSA,112.0,2021,12.97731,Sub-Saharan Africa,4.852,1.037,0.707,0.362,0.424,0.058,0.064
GBR,United Kingdom,Europe,Northern Hemisphere,Very High,,18.0,2021,17.30971909,Western Europe,7.064,1.423,1.062,0.757,0.58,0.34,0.306
GEO,Georgia,Asia,Northern Hemisphere,Very High,ECA,63.0,2021,15.56851959,Central and Eastern Europe,4.891,1.03,0.47,0.498,0.488,0.032,0.181
GHA,Ghana,Africa,Northern Hemisphere,Medium,SSA,133.0,2021,12.04778004,Sub-Saharan Africa,5.088,0.68,0.595,0.287,0.517,0.268,0.058
GIN,Guinea,Africa,Northern Hemisphere,Low,SSA,182.0,2021,9.805297465,Sub-Saharan Africa,4.984,0.42,0.399,0.206,0.384,0.25,0.111
GRC,Greece,Europe,Northern Hemisphere,Very High,,33.0,2021,20.02878952,Western Europe,5.723,1.273,0.811,0.76,0.243,0.0,0.074
GTM,Guatemala,America,Northern Hemisphere,Medium,LAC,135.0,2021,10.56245041,Latin America and Caribbean,6.435,0.845,0.79,0.519,0.638,0.163,0.105
HND,Honduras,America,Northern Hemisphere,Medium,LAC,137.0,2021,10.13281417,Latin America and Caribbean,5.919,0.703,0.787,0.593,0.578,0.241,0.083
HRV,Croatia,Europe,Northern Hemisphere,Very High,,40.0,2021,15.11209965,Central and Eastern Europe,5.882,1.251,1.039,0.703,0.453,0.111,0.0
HUN,Hungary,Europe,Northern Hemisphere,Very High,,46.0,2021,15.0336281,Central and Eastern Europe,5.992,1.301,1.083,0.615,0.454,0.067,0.04
IDN,Indonesia,Asia,Southern Hemisphere,High,EAP,114.0,2021,13.74889386,Southeast Asia,5.345,0.954,0.786,0.433,0.598,0.541,0.046
IND,India,Asia,Northern Hemisphere,Medium,SA,132.0,2021,11.87462044,South Asia,3.819,0.741,0.316,0.383,0.622,0.246,0.106
IRL,Ireland,Europe,Northern Hemisphere,Very High,,8.0,2021,18.94522095,Western Europe,7.085,1.644,1.092,0.753,0.606,0.238,0.367
IRN,Iran,Asia,Northern Hemisphere,High,SA,76.0,2021,14.61524963,Middle East and North Africa,4.721,1.03,0.557,0.561,0.275,0.33,0.144
IRQ,Iraq,Asia,Northern Hemisphere,Medium,AS,121.0,2021,12.08747317,Middle East and North Africa,4.854,0.91,0.638,0.381,0.302,0.153,0.041
ISL,Iceland,Europe,Northern Hemisphere,Very High,,3.0,2021,19.16305923,Western Europe,7.554,1.482,1.172,0.772,0.698,0.293,0.17
ISR,Israel,Asia,Northern Hemisphere,Very High,,22.0,2021,16.05088997,Middle East and North Africa,7.157,1.376,1.074,0.788,0.509,0.208,0.119
ITA,Italy,Europe,Northern Hemisphere,Very High,,30.0,2021,16.22678947,Western Europe,6.483,1.393,0.94,0.798,0.379,0.133,0.047
JAM,Jamaica,America,Northern Hemisphere,High,LAC,110.0,2021,13.40492042,Latin America and Caribbean,6.309,0.891,0.932,0.599,0.618,0.099,0.035
JOR,Jordan,Asia,Northern Hemisphere,High,AS,102.0,2021,10.64655972,Middle East and North Africa,4.395,0.89,0.685,0.583,0.455,0.079,0.15
JPN,Japan,Asia,Northern Hemisphere,Very High,,19.0,2021,15.22162588,East Asia,5.94,1.389,0.949,0.838,0.504,0.02,0.192
KAZ,Kazakhstan,Asia,Northern Hemisphere,Very High,ECA,56.0,2021,15.76500034,Commonwealth of Independent States,6.152,1.23,1.103,0.527,0.573,0.143,0.132
KEN,Kenya,Africa,Northern Hemisphere,Medium,SSA,152.0,2021,10.69855835,Sub-Saharan Africa,4.607,0.603,0.508,0.385,0.483,0.375,0.073
KGZ,Kyrgyzstan,Asia,Northern Hemisphere,Medium,ECA,118.0,2021,13.1953001,Commonwealth of Independent States,5.744,0.665,0.971,0.501,0.673,0.266,0.02
KHM,Cambodia,Asia,Northern Hemisphere,Medium,EAP,146.0,2021,11.46772,Southeast Asia,4.83,0.603,0.68,0.426,0.702,0.21,0.061
KOR,South Korea,Asia,Northern Hemisphere,Very High,,19.0,2021,16.52173996,East Asia,5.845,1.403,0.758,0.801,0.353,0.134,0.135
LBN,Lebanon,Asia,Northern Hemisphere,High,AS,112.0,2021,11.28587,Middle East and North Africa,4.584,1.045,0.868,0.595,0.175,0.14,0.026
LBR,Liberia,Africa,Northern Hemisphere,Low,SSA,178.0,2021,10.42078972,Sub-Saharan Africa,4.625,0.228,0.58,0.253,0.43,0.221,0.057
LKA,Sri Lanka,Asia,Northern Hemisphere,High,SA,73.0,2021,14.13990486,South Asia,4.325,0.99,0.82,0.593,0.559,0.239,0.049
LTU,Lithuania,Europe,Northern Hemisphere,Very High,,35.0,2021,16.28506088,Central and Eastern Europe,6.255,1.35,1.065,0.612,0.476,0.056,0.073
LUX,Luxembourg,Europe,Northern Hemisphere,Very High,,17.0,2021,14.39813995,Western Europe,7.324,1.751,1.003,0.76,0.639,0.166,0.353
LVA,Latvia,Europe,Northern Hemisphere,Very High,,39.0,2021,16.20252991,Central and Eastern Europe,6.032,1.285,1.047,0.587,0.405,0.082,0.089
MAR,Morocco,Africa,Northern Hemisphere,Medium,AS,123.0,2021,14.15190983,Middle East and North Africa,4.918,0.792,0.219,0.558,0.477,0.034,0.088
MDA,Moldova,Europe,Northern Hemisphere,High,ECA,80.0,2021,14.43299961,Central and Eastern Europe,5.766,0.985,0.888,0.542,0.536,0.137,0.013
MDG,Madagascar,Africa,Southern Hemisphere,Low,SSA,173.0,2021,10.13499142,Sub-Saharan Africa,4.208,0.266,0.503,0.341,0.207,0.185,0.087
MEX,Mexico,America,Northern Hemisphere,High,LAC,86.0,2021,14.86443996,Latin America and Caribbean,6.317,1.126,0.83,0.634,0.585,0.092,0.089
MKD,North Macedonia,Europe,Northern Hemisphere,High,ECA,78.0,2021,13.62443234,Central and Eastern Europe,5.101,1.068,0.772,0.535,0.45,0.212,0.022
MLI,Mali,Africa,Northern Hemisphere,Low,SSA,186.0,2021,7.423037617,Sub-Saharan Africa,4.723,0.387,0.59,0.11,0.384,0.164,0.072
MLT,Malta,Europe,Northern Hemisphere,Very High,,23.0,2021,16.83856964,Western Europe,6.602,1.411,1.055,0.747,0.664,0.275,0.183
MMR,Myanmar,Asia,Northern Hemisphere,Medium,EAP,149.0,2021,10.90913752,Southeast Asia,4.426,0.666,0.713,0.341,0.601,0.52,0.178
MNE,Montenegro,Europe,Northern Hemisphere,Very High,ECA,49.0,2021,15.08160973,Central and Eastern Europe,5.581,1.155,0.891,0.637,0.397,0.166,0.081
